Name,Brand,Release,Version
BlackBerry Priv,BlackBerry Limited,2015/11,Android 5.0 Lollipop
BlackBerry DTEK50,BlackBerry Limited,2016/08,Android 6.0 Marshmallow
BlackBerry DTEK60,BlackBerry Limited,2016/10,Android 6.0 Marshmallow
BlackBerry Aurora,BlackBerry Mobile,2017/03,Android 7.0 Nougat
BlackBerry KeyOne,BlackBerry Mobile,2017/04,Android 7.0 Nougat
BlackBerry Motion,BlackBerry Mobile,2017/12,Android 7.0 Nougat
BlackBerry Key2,BlackBerry Mobile,2018/06,Android 8.0 Oreo
BlackBerry Evolve/X,BlackBerry Mobile,2018/08,Android 8.0 Oreo
BlackBerry Key2 LE,BlackBerry Mobile,2018/10,Android 8.0 Oreo
BoringPhone,BoringPhone,2019/01,Android 9.0 Pie
Cherry Mobile Flare S8 Deluxe,Cherry Mobile,2019/07,Android Pie
Cherry Mobile Flare S8 Pro,Cherry Mobile,2019/07,Android Pie
Cherry Mobile Flare S8 Plus,Cherry Mobile,2019/07,Android Pie
Cherry Mobile Flare S8 Lite,Cherry Mobile,2019/07,Android Pie
Dior Phone Touch/Dior Revires,Dior,2011/01,Unknown Android Version
Essential PH-1,Essential Products,2017/08,Android 7.0 Nougat
Eye,ESTI,Unreleased,Android 7.1 Nougat
Fairphone 1,FairPhone,2013/04,Android 4.2 Jelly Bean
Fairphone 2,FairPhone,2015/01,Android 5 Lollipop
Fairphone 3,FairPhone,2019/01,Android 9 Pie
Fairphone 3+,FairPhone,2020/08,Android 10
Fairphone 4,FairPhone,2021/10,Android 11
Freedom Phone,Freedom Phone,2021/07,Android 10
Goophone X,Goophone,2017/09,Android 5.0 Lollipop
Goophone i5C,Goophone,2013/08,Android 4.2 Jelly Bean
Goophone i5S,Goophone,2013/03,Android 4.2 Jelly Bean
Goophone i6,Goophone,2014/07,Unknown Android Version
Goophone i5,Goophone,2012/08,Android 4.0 Ice Cream Sandwich (w/ iOS 6 skin)
Goophone 12 Pro,Goophone,2020/09,Android 10
HTC Dream,HTC,2008/09,Android 1.0
HTC Magic,HTC,2009/05,"Android 1.6 ""Donut"""
HTC Hero,HTC,2009/07,"Android 1.5 ""Cupcake"""
HTC Tattoo,HTC,2009/09,"Android 1.6 ""Donut"""
HTC Desire,HTC,2010/02,"Android 2.0 ""Eclair"""
HTC Legend,HTC,2010/03,Android 2.0 Eclair
HTC Droid Incredible,HTC,2010/04,Android 2.0 Eclair
HTC Wildfire,HTC,2010/05,Android 2.0 Eclair
HTC Aria,HTC,2010/06,Android 2.0 Eclair
HTC Evo 4G,HTC,2010/06,Android 2.0 Eclair
HTC Evo 4G+,HTC,2010/06,Android 2.0 Eclair
HTC Desire HD,HTC,2010/10,"Android 2.2 ""Froyo"""
HTC Desire Z,HTC,2010/11,Android 2.2 Froyo
HTC Gratia,HTC,2010/11,Android 2.2 Froyo
HTC Evo Shift 4G,HTC,2011/01,Android 2.2 Froyo
HTC Inspire 4G,HTC,2011/02,Android 2.2 Froyo
HTC Incredible S,HTC,2011/02,Android 2.2 Froyo
HTC ThunderBolt,HTC,2011/03,Android 2.2 Froyo
HTC Desire S,HTC,2011/03,"Android 2.3 ""Gingerbread"""
HTC Merge,HTC,2011/04,Android 2.2 Froyo
HTC Sensation,HTC,2011/05,Android 2.3 Gingerbread
HTC Wildfire S,HTC,2011/05,Android 2.3 Gingerbread
HTC ChaCha,HTC,2011/06,Android 2.3 Gingerbread
HTC Salsa,HTC,2011/06,Android 2.3 Gingerbread
HTC Evo 3D,HTC,2011/07,Android 2.3 Gingerbread
HTC Amaze 4G,HTC,2011/10,Android 2.3 Gingerbread
HTC Explorer,HTC,2011/10,Android 2.3 Gingerbread
HTC Sensation XE,HTC,2011/10,Android 2.3 Gingerbread
HTC Rhyme,HTC,2011/10,Android 2.3 Gingerbread
HTC Raider 4G,HTC,2011/10,Android 2.3 Gingerbread
HTC Evo Design 4G,HTC,2011/10,Android 2.3 Gingerbread
HTC Sensation XL,HTC,2011/11,Android 2.3 Gingerbread
HTC Rezound,HTC,2011/11,Android 2.3 Gingerbread
HTC One S,HTC,2012/04,Android 4.0 Ice Cream Sandwich
HTC One V,HTC,2012/04,Android 4.0 Ice Cream Sandwich
HTC One X/XL,HTC,2012/05,Android 4.0 Ice Cream Sandwich
HTC Evo 4G LTE,HTC,2012/05,Android 4.0 Ice Cream Sandwich
HTC One S C2,HTC,2012/06,Android 4.0 Ice Cream Sandwich
HTC Desire C,HTC,2012/06,Android 4.0 Ice Cream Sandwich
HTC Desire V,HTC,2012/06,Android 4.0 Ice Cream Sandwich
HTC Droid Incredible 4G LTE,HTC,2012/07,Android 4.0 Ice Cream Sandwich
HTC Desire VC,HTC,2012/07,Android 4.0 Ice Cream Sandwich
HTC Desire XC,HTC,2012/07,Android 4.0 Ice Cream Sandwich
HTC One XC,HTC,2012/08,Android 4.0 Ice Cream Sandwich
HTC J,HTC,2012/08,Android 4.0 Ice Cream Sandwich
HTC Desire VT,HTC,2012/08,Android 4.0 Ice Cream Sandwich
HTC Desire X,HTC,2012/10,Android 4.0 Ice Cream Sandwich
HTC One VX,HTC,2012/10,Android 4.0 Ice Cream Sandwich
HTC One X+,HTC,2012/11,Android 4.1 Jelly Bean
HTC Desire SV,HTC,2012/11,Android 4.0 Ice Cream Sandwich
HTC Desire 400,HTC,2012/12,Android 4.1 Jelly Bean
HTC One SV,HTC,2013/01,Android 4.0 Ice Cream Sandwich
HTC Butterfly,HTC,2013/01,Android 4.1 Jelly Bean
HTC One (M7),HTC,2013/03,Android 4.1 Jelly Bean
HTC First,HTC,2013/04,Android 4.1 Jelly Bean
HTC Desire L/P/Q,HTC,2013/04,Android 4.1 Jelly Bean
HTC Desire U,HTC,2013/06,Android 4.0 Ice Cream Sandwich
HTC Desire 600,HTC,2013/06,Android 4.1 Jelly Bean
HTC Desire 200,HTC,2013/07,Android 4.0 Ice Cream Sandwich
HTC Butterfly S,HTC,2013/07,Android 4.1 Jelly Bean
HTC One Mini,HTC,2013/08,Android 4.1 Jelly Bean
HTC Desire 500,HTC,2013/09,Android 4.1 Jelly Bean
HTC One Max,HTC,2013/10,Android 4.1 Jelly Bean
HTC Desire 601,HTC,2013/10,Android 4.1 Jelly Bean
HTC Desire 300,HTC,2013/12,Android 4.1 Jelly Bean
HTC Desire 601 dual sim,HTC,2013/12,Android 4.1 Jelly Bean
HTC Desire 700,HTC,2014/01,Android 4.1 Jelly Bean
HTC Desire 501,HTC,2014/02,Android 4.1 Jelly Bean
HTC Desire 816,HTC,2014/03,Android 4.4 KitKat
HTC One (M8),HTC,2014/03,Android 4.4 KitKat
HTC Desire 310,HTC,2014/04,Android 4.1 Jelly Bean
HTC Desire 610,HTC,2014/03,Android 4.4 KitKat
HTC Desire 816 dual sim,HTC,2014/05,Android 4.4 KitKat
HTC One Mini 2,HTC,2014/05,Android 4.4 KitKat
HTC Desire 210,HTC,2014/06,Android 4.1 Jelly Bean
HTC Desire 616,HTC,2014/06,Android 4.1 Jelly Bean
HTC One (E8),HTC,2014/06,Android 4.4 KitKat
HTC Desire 516,HTC,2014/06,Android 4.1 Jelly Bean
HTC One Remix,HTC,2014/07,Android 4.4 KitKat
HTC Butterfly 2,HTC,2014/09,Android 4.4 KitKat
HTC Desire 510,HTC,2014/09,Android 4.4 KitKat
HTC Desire 820q,HTC,2014/10,Android 4.4 KitKat
HTC Desire 612,HTC,2014/10,Android 4.4 KitKat
HTC One (M8 Eye),HTC,2014/10,Android 4.4 KitKat
HTC Desire 816G,HTC,2014/10,Android 4.4 KitKat
HTC Desire 820,HTC,2014/11,Android 4.4 KitKat
HTC Desire Eye,HTC,2014/11,Android 4.4 KitKat
HTC Desire 620/G,HTC,2014/12,Android 4.4 KitKat
HTC Desire 320,HTC,2015/01,Android 4.4 KitKat
HTC Desire 526G+,HTC,2015/01,Android 4.4 KitKat
HTC Desire 826,HTC,2015/03,Android 5.0 Lollipop
HTC Desire 626,HTC,2015/03,Android 4.4 KitKat
HTC Desire 820s,HTC,2015/03,Android 4.4 KitKat
HTC Desire 626G+,HTC,2015/04,Android 4.4 KitKat
HTC One M9,HTC,2015/03,Android 5.0 Lollipop
HTC One E9/+,HTC,2015/05,Android 5.0 Lollipop
HTC One M8s,HTC,2015/05,Android 5.0 Lollipop
HTC One M9+,HTC,2015/05,Android 5.0 Lollipop
HTC Desire 326G,HTC,2015/06,Android 4.4 KitKat
HTC Desire 820G+,HTC,2015/06,Android 4.4 KitKat
HTC One ME,HTC,2015/07,Android 5.0 Lollipop
HTC Desire 626s,HTC,2015/07,Android 5.0 Lollipop
HTC Desire 526,HTC,2015/08,Android 5.0 Lollipop
HTC Desire 626 (USA),HTC,2015/08,Android 5.0 Lollipop
HTC One M9+ Supreme Camera Edition,HTC,2015/10,Android 5.0 Lollipop
HTC Butterfly 3,HTC,2015/10,Android 5.0 Lollipop
HTC One E9s,HTC,2015/10,Android 5.0 Lollipop
HTC One A9,HTC,2015/10,Android 5.0 Lollipop
HTC Desire 520,HTC,2015/11,Android 5.0 Lollipop
HTC Desire 728,HTC,2015/11,Android 5.0 Lollipop
HTC Desire 828,HTC,2015/11,Android 5.0 Lollipop
HTC One M9s,HTC,2015/11,Android 5.0 Lollipop
HTC One X9,HTC,2016/01,Android 6.0 Marshmallow
HTC Desire 530,HTC,2016/03,Android 6.0 Marshmallow
HTC Desire 825,HTC,2016/04,Android 6.0 Marshmallow
HTC 10,HTC,2016/04,Android 6.0 Marshmallow
HTC Desire 830,HTC,2016/05,Android 6.0 Marshmallow
HTC One M9 Prime Camera,HTC,2016/05,Android 5.0 Lollipop
HTC Desire 630,HTC,2016/06,Android 6.0 Marshmallow
HTC 10 Lifestyle,HTC,2016/06,Android 6.0 Marshmallow
HTC One S9,HTC,2016/06,Android 6.0 Marshmallow
HTC Desire 628,HTC,2016/06,Android 5.0 Lollipop
HTC Desire 625,HTC,2016/08,Android 5.0 Lollipop
HTC Desire 10 Lifestyle,HTC,2016/09,Android 6.0 Marshmallow
HTC Desire 728 Ultra,HTC,2016/12,Android 6.0 Marshmallow
HTC One A9s,HTC,2016/11,Android 6.0 Marshmallow
HTC 10 evo,HTC,2016/11,Android 6.0 Marshmallow
HTC Desire 10 Pro,HTC,2016/12,Android 6.0 Marshmallow
HTC Desire 650,HTC,2016/12,Android 6.0 Marshmallow
HTC U Play,HTC,2017/02,Android 6.0 Marshmallow
HTC U Ultra,HTC,2017/02,Android 7.0 Nougat
HTC U11,HTC,2017/06,Android 7.0 Nougat
HTC One X10,HTC,2017/07,Android 6.0 Marshmallow
HTC U11+/Life,HTC,2017/11,Android 8.0 Oreo
HTC U11 EYEs,HTC,2018/01,Android 8.0 Oreo
HTC U12+,HTC,2018/06,Android 8.0 Oreo
HTC U12 life,HTC,2018/08,Android 8.0 Oreo
HTC Desire 12/12+,HTC,2018/09,Android 8.0 Oreo
HTC Exodus 1,HTC,2018/12,Android 8.0 Oreo
HTC Desire 12s,HTC,2018/12,Android 8.0 Oreo
HTC Desire 19+,HTC,2019/06,Android Pie
HTC U19e,HTC,2019/06,Android Pie
HTC Wildfire X,HTC,2019/08,Android Pie
HTC Exodus 1s,HTC,2019/10,Android 8.0 Oreo
HTC Desire 19s,HTC,2019/11,Android Pie
HTC Wildfire R70,HTC,2020/02,Android Pie
HTC Desire 20 Pro,HTC,2020/06,Android 10
HTC Wildfire E2,HTC,2020/08,Android 10
HTC U20 5G,HTC,2020/10,Android 10
HTC Desire 20+,HTC,2020/10,Android 10
HTC Desire 21 Pro,HTC,2021/01,Android 10
HTC Wildfire E3,HTC,2021/05,Android 10
HTC/Google Sooner,HTC/Google,Unreleased,Android htc-2065.0.8.0.0
Honor U8860,Huawei,2011/09,Android 2.3 Gingerbread
Honor 2,Huawei,2012/10,"Android 4.0 ""Ice Cream Sandwich"""
Honor 3,Huawei,2013/08,Android 4.1 Jelly Bean
Honor 3C,Huawei,2013/12,Android 4.1 Jelly Bean
Honor 3X,Huawei,2013/12,Android 4.4 KitKat
Honor 3X Pro,Huawei,2014/05,Android 4.1 Jelly Bean
Honor 3C 4G,Huawei,2014/06,Android 4.4 KitKat
Honor 6,Huawei,2014/08,Android 4.4 KitKat
Honor 3C Play,Huawei,2014/09,Android 4.1 Jelly Bean
Honor 4 Play,Huawei,2014/09,Android 4.4 KitKat
Honor Holly,Huawei,2014/10,Android 4.4 KitKat
Honor 4X,Huawei,2014/10,Android 4.4 KitKat
Honor 6 Plus,Huawei,2014/12,Android 4.4 KitKat
Honor 4C,Huawei,2015/04,Android 4.4 KitKat
Honor Bee,Huawei,2015/05,Android 4.4 KitKat
Honor 7,Huawei,2015/07,Android 5.0 Lollipop
Honor 7i,Huawei,2015/08,Android 5.0 Lollipop
Honor 5X,Huawei,2015/11,Android 5.0 Lollipop
Honor Holly 2 Plus,Huawei,2016/01,Android 5.0 Lollipop
Honor 5c,Huawei,2016/04,Android 6.0 Marshmallow
Honor V8,Huawei,2016/05,Android 6.0 Marshmallow
Honor 5A,Huawei,2016/06,Android 5.0 Lollipop
Honor 8,Huawei,2016/07,Android 6.0 Marshmallow
Honor Note 8,Huawei,2016/08,Android 6.0 Marshmallow
Honor Holly 3,Huawei,2016/07,Android 6.0 Marshmallow
Honor 6X,Huawei,2016/10,Android 6.0 Marshmallow
Honor Magic,Huawei,2016/12,Android 6.0 Marshmallow
Honor 8 Pro,Huawei,2017/04,Android 7.0 Nougat
Honor 6A,Huawei,2017/05,Android 7.0 Nougat
Honor 9,Huawei,2017/07,Android 7.0 Nougat
Honor 6C Pro,Huawei,2017/10,Android 7.0 Nougat
Honor 7X,Huawei,2017/12,Android 7.0 Nougat
Honor V10,Huawei,2017/12,Android 8.0 Oreo
Honor 9 Lite,Huawei,2017/12,Android 8.0 Oreo
Honor 7A,Huawei,2018/04,Android 8.0 Oreo
Honor 7C,Huawei,2018/05,Android 8.0 Oreo
Honor 10,Huawei,2018/05,Android 8.0 Oreo
Honor 7S,Huawei,2018/05,Android 8.0 Oreo
Honor 9N,Huawei,2018/07,Android 8.0 Oreo
Honor Play,Huawei,2018/08,Android 8.0 Oreo
Honor Note 10,Huawei,2018/08,Android 8.0 Oreo
Honor 8X/Max,Huawei,2018/09,Android 8.0 Oreo
Honor 8C,Huawei,2018/10,Android 8.0 Oreo
Honor Magic 2/3D,Huawei,2018/08,Android Pie
Honor 10 Lite,Huawei,2018/11,Android Pie
Honor V20,Huawei,2018/12,Android Pie
Honor Play 8A,Huawei,2019/01,Android Pie
Honor 8A Pro,Huawei,2019/04,Android Pie
Honor 20 lite,Huawei,2019/05,Android Pie
Honor 20i,Huawei,2019/05,Android Pie
Honor 20,Huawei,2019/06,Android Pie
Honor 20 Pro,Huawei,2019/07,Android Pie
Honor 9X (China),Huawei,2019/07,Android Pie
Honor 9X Pro,Huawei,2019/07,Android Pie
Honor Play 3/3e,Huawei,2019/09,Android Pie
Honor 20S,Huawei,2019/09,Android Pie
Honor 20 lite (China),Huawei,2019/10,Android Pie
Honor 9X,Huawei,2019/10,Android Pie
Honor V30/30 Pro,Huawei,2019/11,Android 10
Honor 8A Prime,Huawei,2020/03,Android 10
Honor Play 9A,Huawei,2020/03,Android 10
Honor 30S,Huawei,2020/03,Android 10
Honor Play 4T/Pro,Huawei,2020/04,Android 10
Honor 8A 2020,Huawei,2020/04,Android 10
Honor 20e,Huawei,2020/04,Android 10
Honor 30/Pro/Pro+,Huawei,2020/04,Android 10
Honor 9X Lite,Huawei,2020/04,Android 10
Honor 9C/9S/9A,Huawei,2020/04,Android 10
Honor X10,Huawei,2020/05,Android 10
Honor 8S 2020,Huawei,2020/05,Android 10
Honor Play4/Pro,Huawei,2020/06,Android 10
Honor 30 Lite,Huawei,2020/07,Android 10
Honor X10 Max,Huawei,2020/07,Android 10
Honor 30i,Huawei,2020/09,Android 10
Honor 10X Lite,Huawei,2020/10,Android 10
Honor V40,Honor,2021/01,Android 10
Honor V40 Lite,Honor,2021/03,Android 10
Honor Play 5T Youth,Honor,2021/04,Android 10
Honor Play 20,Honor,2021/05,Android 10
Honor Play 5,Honor,2021/05,Android 10
Honor 50/Pro,Honor,2021/06,Android 11
Honor 50 SE,Honor,2021/07,Android 11
Honor X20 SE,Honor,2021/07,Android 11
Honor Play 5T Pro,Honor,2021/08,Android 11
Honor Magic3/Pro/Pro+,Honor,2021/08,Android 11
Honor X20,Honor,2021/08,Android 11
Honor Play 5 Youth,Honor,2021/11,Android 11
Honor 50 Lite,Honor,2021/11,Android 11
Honor X30 Max/X30i,Honor,2021/08,Android 11
Honor 60/Pro,Honor,2021/12,Android 11
Honor X30,Honor,2021/12,Android 11
Honor Play 30 Plus,Honor,2022/01,Android 11
Huawei U8230,Huawei,2010/03,Android 2.0 Eclair
Huawei U8100,Huawei,2010/07,Android 2.0 Eclair
Huawei IDEOS,Huawei,2010/09,Android 2.2 Froyo
Huawei IDEOS X5,Huawei,2011/04,Android 2.2 Froyo
Huawei Sonic,Huawei,2011/07,Android 2.3 Gingerbread
Huawei Ascend P1,Huawei,2012/07,Android 4.0 Ice Cream Sandwich
Huawei STREAM X GL07S,Huawei,2013/02,Android 4.1 Jelly Bean
Huawei Ascend Mate,Huawei,2013/03,Android 4.1 Jelly Bean
Huawei Ascend P2,Huawei,2013/04,Android 4.1 Jelly Bean
Huawei Ascend P6,Huawei,2013/06,Android 4.1 Jelly Bean
Huawei Ascend Mate 2 4G,Huawei,2014/01,Android 4.1 Jelly Bean
Huawei Ascend P7,Huawei,2014/06,Android 4.4 KitKat
Huawei Enjoy 7 Plus,Huawei,2011/09,Android 7.0 Nougat
Huawei Ascend Mate 7,Huawei,2014/10,Android 4.4 KitKat
Huawei P8,Huawei,2015/04,Android 4.4 KitKat
Huawei Mate S,Huawei,2015/10,Android 5.0 Lollipop
Huawei Mate 8,Huawei,2015/11,Android 6.0 Marshmallow
Huawei P9,Huawei,2016/04,Android 6.0 Marshmallow
Huawei Nova/Plus,Huawei,2016/10,Android 6.0 Marshmallow
Huawei Mate 9,Huawei,2016/12,Android 7.0 Nougat
Huawei P10,Huawei,2017/02,Android 7.0 Nougat
Huawei Nova 2/Plus,Huawei,2017/06,Android 7.0 Nougat
Huawei Mate 10 Lite,Huawei,2017/11,Android 7.0 Nougat
Huawei Mate 10,Huawei,2017/11,Android 8.0 Oreo
Huawei P20,Huawei,2018/03,Android 8.0 Oreo
Huawei Nova 3i/P Smart+,Huawei,2018/07,Android 8.0 Oreo
Huawei Nova 3,Huawei,2018/08,Android 8.0 Oreo
Huawei Mate 20,Huawei,2018/11,Android Pie
Huawei Nova 4,Huawei,2018/12,Android Pie
Huawei Nova 4e,Huawei,2019/03,Android Pie
Huawei P30,Huawei,2019/03,Android Pie
Huawei P30 lite,Huawei,2019/04,Android Pie
Huawei Nova 5/5i/Pro,Huawei,2019/06,Android Pie
Huawei Nova 5i Pro,Huawei,2019/07,Android Pie
Huawei Nova 5T,Huawei,2019/09,Android Pie
Huawei Mate 30,Huawei,2019/09,Android 10
Huawei Nova 5z,Huawei,2019/11,Android Pie
Huawei Nova 6/5G/SE,Huawei,2019/12,Android 10
Huawei Y7p,Huawei,2020/02,Android Pie
Huawei Nova 7i,Huawei,2020/02,Android Pie
Huawei P40 lite,Huawei,2020/03,Android 10
Huawei P40 lite E,Huawei,2020/03,Android Pie
Huawei P40,Huawei,2020/04,Android 10
Huawei Nova 7/Pro/SE,Huawei,2020/04,Android 10
Huawei P40 lite 5G,Huawei,2020/05,Android 10
Huawei Nova 7 SE 5G Youth,Huawei,2020/10,Android 10
Huawei Mate 40,Huawei,2020/11,Android 10
Huawei Nova 8 SE,Huawei,2020/11,Android 10
Huawei Nova 8 5G/Pro,Huawei,2020/12,Android 10
Huawei Mate X2,Huawei,2021/02,Android 10
Huawei Nova 8 Pro 4G,Huawei,2021/05,Android 10
Huawei Nova 8i,Huawei,2021/07,Android 10
Huawei Nova 8 SE Youth,Huawei,2021/08,Android 10
Huawei Nova 9,Huawei,2021/10,Android 11
Huawei Enjoy 20e,Huawei,2021/08,Android 10
Jupiter IO 3,Vaporcade,2016/01,"Android 4.4 ""KitKat"""
Kodak Ektra (phone),Kodak,2017/01,Android 6.0 “Marshmallow”
Lenovo P780,Lenovo,2013/06,Android 4.1 Jelly Bean
Lenovo Vibe Z,Lenovo,2013/11,Android 4.1 Jelly Bean
Lenovo A526,Lenovo,2014/06,Android 4.1 Jelly Bean
Lenovo Vibe Z2 Pro,Lenovo,2014/08,Android 4.4 KitKat
Lenovo Vibe Z2,Lenovo,2014/09,Android 4.4 KitKat
ZUK Z1,Lenovo,2015/08,Android 5.0 Lollipop
Lenovo Vibe P1,Lenovo,2015/09,Android 5.0 Lollipop
Lenovo Vibe K4 Note,Lenovo,2016/01,Android 5.0 Lollipop
Lenovo K5 Note,Lenovo,2016/01,Android 5.0 Lollipop
Lenovo Vibe P1 Turbo,Lenovo,2016/02,Android 5.0 Lollipop
Lenovo Vibe K5/Plus,Lenovo,2016/02,Android 5.0 Lollipop
ZUK Z2,Lenovo,2016/05,Android 6.0 Marshmallow
Lenovo Phab 2/Plus/Pro,Lenovo,2016/06,Android 6.0 Marshmallow
